Country,Job Title,Rural,Quantity,Percentage
Spain,field artillery automated tactical data system specialist,City,2,0.04%
Spain,field traffic data technician,City,1,0.02%
Spain,flight data technician,City,1,0.02%
Spain,flight test data acquisition technician,City,3,0.05%
Spain,geographic information systems data administrator gis data administrator,City,8,0.14%
Spain,geographic information systems data administrator gis data administrator,Rural,1,0.02%
Spain,geographic information systems data manager gis data manager,City,7,0.12%
Spain,geographic information systems data manager gis data manager,Rural,3,0.05%
Spain,geographic information systems data specialist gis data specialist,City,5,0.09%
Spain,geographic information systems database administrator gis database administrator,City,7,0.12%
Spain,geographic information systems database administrator gis database administrator,Rural,1,0.02%
Spain,head of information systems and data processing,City,6,0.11%
Spain,head of information systems and data processing,Rural,2,0.04%
Spain,health data analyst,City,2,0.04%
Spain,internet database specialist,City,1,0.02%
Spain,internet database specialist,Rural,2,0.04%
Spain,lidar data analyst,City,2,0.04%
Spain,maintenance data analyst,City,1,0.02%
Spain,marketing database analyst,Rural,1,0.02%
Spain,medical data analyst,City,1,0.02%
Spain,micro computer data processor,City,2,0.04%
Spain,micro computer data processor,Rural,1,0.02%
Spain,naval tactical data systemcombat information center officer,City,3,0.05%
Spain,operations officer afloat naval tactical data systems,City,1,0.02%
Spain,oracle database administrator oracle dba,City,7,0.12%
Spain,reference data expert,City,1,0.02%
Spain,reference data expert,Rural,1,0.02%
Spain,scada operator supervisory control and data acquisition operator,City,1,0.02%
Spain,scada technician supervisory control and data acquisition technician,City,1,0.02%
Spain,scientific database curator,City,2,0.04%
Spain,sql database administrator,City,5,0.09%
Spain,sql database administrator,Rural,3,0.05%
Spain,survey data technician,City,1,0.02%
Spain,voice and data technician,City,2,0.04%
Spain,weight in motion field data collection technician,City,4,0.07%
