Country,Job Title,Rural,Quantity,Percentage
Italy,data entry clerk,Rural,1,0.02%
Italy,data entry machine operator,City,1,0.02%
Italy,data entry operator,Rural,1,0.02%
Italy,data entry representative,Rural,3,0.05%
Italy,data entry specialist,Rural,1,0.02%
Italy,data entry supervisor,City,2,0.04%
Italy,data entry supervisor,Rural,1,0.02%
Italy,data examination clerk,City,1,0.02%
Italy,data input clerk,City,4,0.07%
Italy,data management associate,City,5,0.09%
Italy,data management associate,Rural,1,0.02%
Italy,data management information technology specialist,City,7,0.12%
Italy,data management information technology specialist,Rural,2,0.04%
Italy,data manager,City,4,0.07%
Italy,data miner,City,12,0.21%
Italy,data miner,Rural,2,0.04%
Italy,data modeler,City,1,0.02%
Italy,data modeling specialist,City,12,0.21%
Italy,data modeling specialist,Rural,1,0.02%
Italy,data officer,City,10,0.18%
Italy,data officer,Rural,5,0.09%
Italy,data operations director,City,3,0.05%
Italy,data operations director,Rural,1,0.02%
Italy,data processing auditor,City,9,0.16%
Italy,data processing auditor,Rural,4,0.07%
Italy,data processing auxiliary equipment operator,City,1,0.02%
Italy,data processing consultant,City,3,0.05%
Italy,data processing consultant,Rural,1,0.02%
Italy,data processing control clerk,City,2,0.04%
Italy,data processing manager,City,5,0.09%
Italy,data processing services sales representative,City,1,0.02%
Italy,data processing supervisor,Rural,1,0.02%
Italy,data processing systems analyst,City,9,0.16%
Italy,data processing systems project planner,City,9,0.16%
Italy,data processing systems project planner,Rural,1,0.02%
Italy,data processor,City,2,0.04%
Italy,data processor,Rural,1,0.02%
Italy,data reduction technician,Rural,1,0.02%
Italy,data sciences director,City,1,0.02%
Italy,data sciences director,Rural,1,0.02%
Italy,data scientist,City,11,0.19%
Italy,data scientist,Rural,1,0.02%
Italy,data security administrator,City,3,0.05%
Italy,data security analyst,City,6,0.11%
Italy,data specialist,Rural,1,0.02%
Italy,data storage specialist,City,10,0.18%
Italy,data storage specialist,Rural,2,0.04%
Italy,data systems manager,City,7,0.12%
Italy,data systems manager,Rural,1,0.02%
Italy,data technician,City,1,0.02%
Italy,data transcriber,Rural,1,0.02%
Italy,data typist,City,3,0.05%
Italy,data warehouse analyst,City,7,0.12%
Italy,data warehouse analyst,Rural,1,0.02%
Italy,data warehouse architect,City,10,0.18%
Italy,data warehouse architect,Rural,4,0.07%
Italy,data warehouse developer,City,5,0.09%
Italy,data warehouse developer,Rural,2,0.04%
Italy,data warehouse specialist,City,8,0.14%
Italy,data warehouse specialist,Rural,1,0.02%
Italy,data warehousing engineer,City,7,0.12%
Italy,data warehousing engineer,Rural,1,0.02%
Italy,data warehousing manager,City,8,0.14%
Italy,data warehousing manager,Rural,5,0.09%
Italy,data warehousing specialist,City,6,0.11%
Italy,data warehousing specialist,Rural,3,0.05%
Italy,database administration associate,City,6,0.11%
Italy,database administration manager,City,10,0.18%
Italy,database administration manager,Rural,2,0.04%
Italy,database administration project manager,Rural,1,0.02%
Italy,database administrator dba,Rural,1,0.02%
Italy,database analyst,City,3,0.05%
Italy,database architect,City,11,0.19%
Italy,database architect,Rural,4,0.07%
Italy,database consultant,City,7,0.12%
Italy,database consultant,Rural,4,0.07%
Italy,database coordinator,City,4,0.07%
Italy,database coordinator,Rural,1,0.02%
Italy,database design analyst,City,6,0.11%
Italy,database design analyst,Rural,2,0.04%
Italy,database designer,City,8,0.14%
Italy,database designer,Rural,1,0.02%
Italy,database developer,City,2,0.04%
Italy,database development and administration project manager,City,6,0.11%
Italy,database development and administration project manager,Rural,4,0.07%
Italy,database development project manager,City,1,0.02%
Italy,database development project manager,Rural,1,0.02%
Italy,database engineer,City,7,0.12%
Italy,database engineer,Rural,1,0.02%
Italy,database management system specialist dbms specialist,City,10,0.18%
Italy,database manager,City,3,0.05%
Italy,database manager,Rural,5,0.09%
Italy,database marketing analyst,City,7,0.12%
Italy,database modeler,City,4,0.07%
Italy,database modeler,Rural,2,0.04%
Italy,database programmer,City,2,0.04%
Italy,database security administrator,City,9,0.16%
Italy,database security administrator,Rural,2,0.04%
Italy,database security expert,City,8,0.14%
Italy,database security expert,Rural,1,0.02%
Italy,database software technician,City,8,0.14%
Italy,database software technician,Rural,3,0.05%
Italy,database specialist,City,3,0.05%
Italy,database tester,City,6,0.11%
Italy,database tester,Rural,4,0.07%
Italy,databases computer consultant,City,3,0.05%
Italy,databases computer consultant,Rural,1,0.02%
Italy,databases software consultant,City,2,0.04%
Italy,databases software consultant,Rural,1,0.02%
Italy,datastage developer,City,1,0.02%
Italy,director of data operations,City,6,0.11%
Italy,director of data operations,Rural,2,0.04%
Italy,electronic data interchange system developer edi system developer,City,5,0.09%
Italy,electronic data interchange system developer edi system developer,Rural,1,0.02%
Italy,electronic data processing auditor edp auditor,City,6,0.11%
Italy,electronic data processing auditor edp auditor,Rural,2,0.04%
Italy,engineer system electronic data processing engineer system edp,City,8,0.14%
Italy,field artillery automated tactical data system specialist,City,1,0.02%
Italy,field artillery automated tactical data system specialist,Rural,1,0.02%
Italy,field traffic data technician,City,1,0.02%
Italy,flight data technician,City,2,0.04%
Italy,flight data technician,Rural,1,0.02%
Italy,flight test data acquisition technician,Rural,1,0.02%
Italy,geographic information systems data administrator gis data administrator,City,5,0.09%
Italy,geographic information systems data manager gis data manager,City,5,0.09%
Italy,geographic information systems data manager gis data manager,Rural,1,0.02%
Italy,geographic information systems data specialist gis data specialist,City,6,0.11%
Italy,geographic information systems data specialist gis data specialist,Rural,2,0.04%
Italy,geographic information systems database administrator gis database administrator,City,9,0.16%
Italy,geographic information systems database administrator gis database administrator,Rural,3,0.05%
Italy,gps field data collector global positioning system field data collector,City,1,0.02%
Italy,head of information systems and data processing,City,4,0.07%
Italy,head of information systems and data processing,Rural,1,0.02%
Italy,health data analyst,City,3,0.05%
Italy,internet database specialist,City,9,0.16%
Italy,internet database specialist,Rural,2,0.04%
Italy,marketing database analyst,Rural,1,0.02%
Italy,micro computer data processor,City,2,0.04%
Italy,naval tactical data systemcombat information center officer,City,1,0.02%
Italy,naval tactical data systemcombat information center watch officer carrier controlled approach controller,City,3,0.05%
Italy,naval tactical data systemcombat information center watch officer carrier controlled approach controller,Rural,1,0.02%
Italy,naval tactical data systemcombat information center watch officer general,City,2,0.04%
Italy,operations officer afloat naval tactical data systems,City,2,0.04%
Italy,operations officer afloat naval tactical data systems,Rural,1,0.02%
Italy,oracle database administrator oracle dba,City,2,0.04%
Italy,oracle database administrator oracle dba,Rural,2,0.04%
Italy,scada operator supervisory control and data acquisition operator,City,1,0.02%
Italy,scada technician supervisory control and data acquisition technician,City,1,0.02%
Italy,scada technician supervisory control and data acquisition technician,Rural,1,0.02%
Italy,scientific database curator,City,2,0.04%
Italy,scientific database curator,Rural,1,0.02%
Italy,sql database administrator,City,8,0.14%
Italy,sql database administrator,Rural,1,0.02%
Italy,survey data technician,City,1,0.02%
Italy,voice and data technician,City,3,0.05%
Italy,weight in motion field data collection technician,Rural,2,0.04%
