uuid,age,gender,dem_has_children,age_group,country_code,rural,dem_education_level,dem_full_time_job,normalized_job_code,question_bbi_2016wave4_basicincome_awareness,question_bbi_2016wave4_basicincome_vote,question_bbi_2016wave4_basicincome_effect,question_bbi_2016wave4_basicincome_argumentsfor,question_bbi_2016wave4_basicincome_argumentsagainst,normalized_job_title,country
7fa98ad0-dcbe-0133-3364-0a81e8b09a82,1988,Male,yES,26_39,DE,rural,medium,yes,861a9b9151e11362eb3c77ca914172d0,I know something about it,I would vote for it,‰Û_ gain additional skills,It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit,automatic data processing planner,Germany
fa27a1e0-da4f-0133-c3c3-0a81e8b09a82,1990,Male,yES,26_39,DE,urban,,yes,861a9b9151e11362eb3c77ca914172d0,I understand it fully,I would vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone",It increases dependence on the state,automatic data processing planner,Germany
a170e9b0-dcb9-0133-0bdc-0a81e8b09a82,1987,Fem,NO,26_39,DE,countryside,medium,yes,861a9b9151e11362eb3c77ca914172d0,I have never heard of it,I would probably vote against it,‰Û_ stop working,It reduces bureaucracy and administrative expenses,It might encourage people to stop working,automatic data processing planner,Germany
d377f070-d971-0133-f4e9-0a81e8b09a82,35 years old,male,nO,26_39,DK,urban,,yes,861a9b9151e11362eb3c77ca914172d0,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit,automatic data processing planner,Denmark
c0542710-d957-0133-662d-0a81e8b09a82,50 years old,female,yES,40_65,DK,countryside,medium,yes,861a9b9151e11362eb3c77ca914172d0,I have never heard of it,I would vote against it,A basic income would not affect my work choices,None of the above,It is against the principle of linking merit and reward,automatic data processing planner,Denmark
33a4bd30-d97d-0133-0b6d-0a81e8b09a82,31 years old,Male,nO,26_39,ES,urban,high,yes,861a9b9151e11362eb3c77ca914172d0,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,None of the above,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It is impossible to finance,automatic data processing planner,Spain
5c4c2ed0-d8c1-0133-c39f-0a81e8b09a82,49 years old,Male,yES,40_65,ES,urban,high,yes,861a9b9151e11362eb3c77ca914172d0,I have heard just a little about it,I would vote for it,‰Û_ work less,It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility,It might encourage people to stop working | It is impossible to finance,automatic data processing planner,Spain
03926a40-da13-0133-951a-0a81e8b09a82,39 years old,FeMale,nO,26_39,ES,urban,high,yes,861a9b9151e11362eb3c77ca914172d0,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,automatic data processing planner,Spain
0e6f0650-d9c0-0133-c743-0a81e8b09a82,34 years old,FeMale,yES,26_39,ES,Non-Rural,high,yes,861a9b9151e11362eb3c77ca914172d0,I know something about it,I would vote for it,‰Û_ do more volunteering work,It creates more equality of opportunity | It encourages financial independence and self-responsibility,It is impossible to finance,automatic data processing planner,Spain
2421f5a0-da37-0133-7b29-0a81e8b09a82,1991,FeMale,NO,14_25,ES,urban,medium,yes,861a9b9151e11362eb3c77ca914172d0,I understand it fully,I would probably vote against it,‰Û_ work less,It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs,It might encourage people to stop working | It is against the principle of linking merit and reward | It is impossible to finance,automatic data processing planner,Spain
6e2b83b0-da2b-0133-469e-0a81e8b09a82,33 years old,FeMale,NO,26_39,ES,urban,medium,yes,861a9b9151e11362eb3c77ca914172d0,I have never heard of it,I would probably vote against it,‰Û_ stop working,None of the above,It is impossible to finance | It might encourage people to stop working,automatic data processing planner,Spain
21c3cc70-d9a2-0133-fbc7-0a81e8b09a82,50 years old,male,yES,40_65,ES,urban,high,yes,861a9b9151e11362eb3c77ca914172d0,I understand it fully,I would vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs",Only the people who need it most should get something from the state | It increases dependence on the state,automatic data processing planner,Spain
a7d05190-d947-0133-174c-0a81e8b09a82,45 years old,male,NO,40_65,ES,Country,low,yes,861a9b9151e11362eb3c77ca914172d0,I know something about it,I would vote for it,‰Û_ spend more time with my family,"It creates more equality of opportunity | It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering",It increases dependence on the state | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state,automatic data processing planner,Spain
428ce3e0-dc12-0133-63d6-0a81e8b09a82,54 years old,female,YES,40_65,ES,Non-Rural,low,yes,861a9b9151e11362eb3c77ca914172d0,I know something about it,I would vote for it,‰Û_ spend more time with my family,It creates more equality of opportunity | It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state,automatic data processing planner,Spain
5048a930-dcc4-0133-f5c4-0a81e8b09a82,1996,male,YES,14_25,FR,city,,yes,861a9b9151e11362eb3c77ca914172d0,I have heard just a little about it,I would probably vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It reduces bureaucracy and administrative expenses,It is against the principle of linking merit and reward,automatic data processing planner,France
4c525120-da48-0133-559e-0a81e8b09a82,1988,Male,YES,26_39,FR,Non-Rural,,yes,861a9b9151e11362eb3c77ca914172d0,I have heard just a little about it,I would probably vote for it,‰Û_ spend more time with my family,It creates more equality of opportunity | It reduces anxiety about financing basic needs | It reduces bureaucracy and administrative expenses,None of the above,automatic data processing planner,France
5318a790-da7b-0133-897e-0a81e8b09a82,33 years old,male,nO,26_39,FR,countryside,low,yes,861a9b9151e11362eb3c77ca914172d0,I have never heard of it,I would vote against it,A basic income would not affect my work choices,None of the above,It might encourage people to stop working,automatic data processing planner,France
06893010-d9a2-0133-fb2f-0a81e8b09a82,2001,FeMale,NO,14_25,FR,Non-Rural,low,yes,861a9b9151e11362eb3c77ca914172d0,I have never heard of it,I would not vote,‰Û_ work as a freelancer,It creates more equality of opportunity,Only the people who need it most should get something from the state,automatic data processing planner,France
bb3dda50-dab3-0133-97b5-0a81e8b09a82,47 years old,male,yES,40_65,FR,urban,medium,yes,861a9b9151e11362eb3c77ca914172d0,I know something about it,I would vote against it,‰Û_ look for a different job,It increases appreciation for household work and volunteering | It reduces bureaucracy and administrative expenses | It reduces anxiety about financing basic needs | It creates more equality of opportunity,It increases dependence on the state | It is against the principle of linking merit and reward | It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working,automatic data processing planner,France
5534d920-def9-0133-0c00-0a81e8b09a82,50 years old,female,YES,40_65,FR,urban,medium,yes,861a9b9151e11362eb3c77ca914172d0,I know something about it,I would probably vote against it,‰Û_ work less,It encourages financial independence and self-responsibility,It might encourage people to stop working,automatic data processing planner,France
85051200-dcbd-0133-5bd8-0a81e8b09a82,56 years old,male,nO,40_65,FR,urban,low,yes,861a9b9151e11362eb3c77ca914172d0,I understand it fully,I would probably vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,It is impossible to finance,automatic data processing planner,France
a2de5bb0-da6c-0133-7cb8-0a81e8b09a82,41 years old,female,yES,40_65,FR,countryside,high,yes,861a9b9151e11362eb3c77ca914172d0,I understand it fully,I would vote for it,‰Û_ do more volunteering work,It reduces bureaucracy and administrative expenses | It reduces anxiety about financing basic needs | It creates more equality of opportunity | It increases appreciation for household work and volunteering,Foreigners might come to my country and take advantage of the benefit | It is impossible to finance,automatic data processing planner,France
581e88a0-db43-0133-8914-0a81e8b09a82,46 years old,FeMale,NO,40_65,FR,countryside,high,yes,861a9b9151e11362eb3c77ca914172d0,I have never heard of it,I would not vote,‰Û_ do more volunteering work,None of the above,It is against the principle of linking merit and reward,automatic data processing planner,France
c454bff0-da74-0133-2bf3-0a81e8b09a82,35 years old,male,yES,26_39,FR,city,medium,yes,861a9b9151e11362eb3c77ca914172d0,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,It creates more equality of opportunity | It reduces bureaucracy and administrative expenses,It is impossible to finance | It might encourage people to stop working | It increases dependence on the state,automatic data processing planner,France
c745f0f0-da61-0133-33fa-0a81e8b09a82,1990,male,nO,26_39,FR,Country,medium,yes,861a9b9151e11362eb3c77ca914172d0,I know something about it,I would vote for it,‰Û_ work less,It reduces bureaucracy and administrative expenses | It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | Only the people who need it most should get something from the state | It increases dependence on the state,automatic data processing planner,France
ca9e3780-db0f-0133-eb0b-0a81e8b09a82,1995,Fem,NO,14_25,FR,countryside,high,yes,861a9b9151e11362eb3c77ca914172d0,I know something about it,I would probably vote for it,‰Û_ look for a different job,"It increases solidarity, because it is funded by everyone | It reduces bureaucracy and administrative expenses",It is against the principle of linking merit and reward | It increases dependence on the state | Only the people who need it most should get something from the state | It is impossible to finance | It might encourage people to stop working,automatic data processing planner,France
63bdf260-dbb9-0133-56e2-0a81e8b09a82,47 years old,female,yES,40_65,FR,Non-Rural,high,yes,861a9b9151e11362eb3c77ca914172d0,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state,automatic data processing planner,France
2ca1a290-dbeb-0133-3901-0a81e8b09a82,48 years old,FeMale,yES,40_65,GB,urban,high,yes,861a9b9151e11362eb3c77ca914172d0,I know something about it,I would vote against it,A basic income would not affect my work choices,None of the above,It might encourage people to stop working,automatic data processing planner,Great Britain
5520dbc0-d8d7-0133-1c73-0a81e8b09a82,46 years old,male,yES,40_65,GB,urban,medium,yes,861a9b9151e11362eb3c77ca914172d0,I understand it fully,I would probably vote for it,‰Û_ do more volunteering work,It reduces anxiety about financing basic needs,It is against the principle of linking merit and reward,automatic data processing planner,Great Britain
03797d30-da87-0133-e6a4-0a81e8b09a82,44 years old,female,YES,40_65,GB,Country,medium,yes,861a9b9151e11362eb3c77ca914172d0,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,None of the above,Foreigners might come to my country and take advantage of the benefit,automatic data processing planner,Great Britain
f71993c0-d8d7-0133-8f3e-0a81e8b09a82,47 years old,male,yES,40_65,GB,Non-Rural,high,yes,861a9b9151e11362eb3c77ca914172d0,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It might encourage people to stop working,automatic data processing planner,Great Britain
cb924150-dad8-0133-383d-0a81e8b09a82,53 years old,male,YES,40_65,GB,urban,high,yes,861a9b9151e11362eb3c77ca914172d0,I have heard just a little about it,I would probably vote against it,‰Û_ spend more time with my family,It reduces bureaucracy and administrative expenses,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working,automatic data processing planner,Great Britain
a4086b00-db39-0133-4bcc-0a81e8b09a82,44 years old,male,yES,40_65,GB,countryside,high,yes,861a9b9151e11362eb3c77ca914172d0,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | It increases dependence on the state,automatic data processing planner,Great Britain
a8731120-dc9d-0133-c641-0a81e8b09a82,31 years old,FeMale,nO,26_39,GB,Non-Rural,high,yes,861a9b9151e11362eb3c77ca914172d0,I know something about it,I would vote for it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,Foreigners might come to my country and take advantage of the benefit,automatic data processing planner,Great Britain
ac96bb40-d8cc-0133-6227-0a81e8b09a82,42 years old,Male,yES,40_65,GB,urban,high,yes,861a9b9151e11362eb3c77ca914172d0,I understand it fully,I would vote for it,‰Û_ work less,It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility | It reduces bureaucracy and administrative expenses,It is impossible to finance | It is against the principle of linking merit and reward,automatic data processing planner,Great Britain
e5976db0-dbcb-0133-9eb4-0a81e8b09a82,42 years old,Fem,yES,40_65,GB,countryside,medium,yes,861a9b9151e11362eb3c77ca914172d0,I understand it fully,I would probably vote for it,None of the above,"It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering",Only the people who need it most should get something from the state | It is against the principle of linking merit and reward | It increases dependence on the state,automatic data processing planner,Great Britain
2429ba30-da44-0133-678c-0a81e8b09a82,43 years old,Male,YES,40_65,GR,urban,high,yes,861a9b9151e11362eb3c77ca914172d0,I understand it fully,I would probably vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It might encourage people to stop working,automatic data processing planner,Greece
3b569560-d93a-0133-bc22-0a81e8b09a82,1997,male,YES,juvenile,HU,Non-Rural,medium,yes,861a9b9151e11362eb3c77ca914172d0,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,It might encourage people to stop working,automatic data processing planner,Hungary
939dddb0-dd90-0133-ba03-0a81e8b09a82,1989,Fem,nO,26_39,IT,rural,low,yes,861a9b9151e11362eb3c77ca914172d0,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state,automatic data processing planner,Italy
0adca270-de31-0133-3a35-0a81e8b09a82,42 years old,FeMale,YES,40_65,IT,urban,low,yes,861a9b9151e11362eb3c77ca914172d0,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,automatic data processing planner,Italy
37289a70-da77-0133-7868-0a81e8b09a82,49 years old,male,yES,40_65,IT,urban,high,yes,861a9b9151e11362eb3c77ca914172d0,I know something about it,I would probably vote against it,A basic income would not affect my work choices,None of the above,It is against the principle of linking merit and reward | Only the people who need it most should get something from the state | Foreigners might come to my country and take advantage of the benefit,automatic data processing planner,Italy
431c93c0-de08-0133-0798-0a81e8b09a82,40 years old,female,NO,40_65,IT,countryside,high,yes,861a9b9151e11362eb3c77ca914172d0,I have heard just a little about it,I would probably vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state | It is impossible to finance | Foreigners might come to my country and take advantage of the benefit,automatic data processing planner,Italy
d8899640-d989-0133-9ea0-0a81e8b09a82,63 years old,male,YES,40_65,IT,city,high,yes,861a9b9151e11362eb3c77ca914172d0,I have heard just a little about it,I would probably vote for it,‰Û_ do more volunteering work,It creates more equality of opportunity | It encourages financial independence and self-responsibility | It increases appreciation for household work and volunteering,It might encourage people to stop working | Only the people who need it most should get something from the state,automatic data processing planner,Italy
4aff1180-de6b-0133-7357-0a81e8b09a82,63 years old,female,YES,40_65,IT,Non-Rural,medium,yes,861a9b9151e11362eb3c77ca914172d0,I know something about it,I would probably vote against it,A basic income would not affect my work choices,"It creates more equality of opportunity | It increases solidarity, because it is funded by everyone",It is impossible to finance | Foreigners might come to my country and take advantage of the benefit,automatic data processing planner,Italy
f5a1e720-d8ca-0133-5cdc-0a81e8b09a82,37 years old,male,yES,26_39,IT,Non-Rural,high,yes,861a9b9151e11362eb3c77ca914172d0,I have heard just a little about it,I would vote against it,A basic income would not affect my work choices,None of the above,It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward,automatic data processing planner,Italy
e886d110-d8ce-0133-6888-0a81e8b09a82,47 years old,male,NO,40_65,NL,urban,,yes,861a9b9151e11362eb3c77ca914172d0,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone",Only the people who need it most should get something from the state,automatic data processing planner,Netherlands
1578d0d0-da23-0133-ec2e-0a81e8b09a82,1989,male,nO,26_39,NL,urban,medium,yes,861a9b9151e11362eb3c77ca914172d0,I have heard just a little about it,I would probably vote for it,‰Û_ spend more time with my family,It reduces bureaucracy and administrative expenses,It might encourage people to stop working,automatic data processing planner,Netherlands
8cd63d30-dbea-0133-3713-0a81e8b09a82,55 years old,male,yES,40_65,NL,urban,medium,yes,861a9b9151e11362eb3c77ca914172d0,I have heard just a little about it,I would probably vote for it,‰Û_ spend more time with my family,It increases appreciation for household work and volunteering,It increases dependence on the state,automatic data processing planner,Netherlands
5ca19490-d9b7-0133-9b11-0a81e8b09a82,1991,male,nO,14_25,PL,urban,high,yes,861a9b9151e11362eb3c77ca914172d0,I know something about it,I would vote for it,‰Û_ do more volunteering work,It creates more equality of opportunity,Only the people who need it most should get something from the state,automatic data processing planner,Poland
07b06830-dca7-0133-ba4b-0a81e8b09a82,1992,FeMale,yES,14_25,PL,countryside,,yes,861a9b9151e11362eb3c77ca914172d0,I have never heard of it,I would not vote,None of the above,None of the above,None of the above,automatic data processing planner,Poland
e97b1ff0-dafd-0133-5e5c-0a81e8b09a82,41 years old,Fem,yES,40_65,PL,urban,high,yes,861a9b9151e11362eb3c77ca914172d0,I have heard just a little about it,I would probably vote against it,A basic income would not affect my work choices,It reduces bureaucracy and administrative expenses,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It is impossible to finance,automatic data processing planner,Poland
4d0f5630-daec-0133-865f-0a81e8b09a82,59 years old,male,YES,40_65,PL,urban,medium,yes,861a9b9151e11362eb3c77ca914172d0,I know something about it,I would probably vote for it,‰Û_ work less,It increases appreciation for household work and volunteering | It creates more equality of opportunity | It reduces bureaucracy and administrative expenses,It is against the principle of linking merit and reward | It might encourage people to stop working | It increases dependence on the state,automatic data processing planner,Poland
018fcea0-da71-0133-c56b-0a81e8b09a82,38 years old,female,YES,26_39,PL,urban,high,yes,861a9b9151e11362eb3c77ca914172d0,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,It is impossible to finance | It increases dependence on the state,automatic data processing planner,Poland
74fec3c0-db5b-0133-dab4-0a81e8b09a82,32 years old,female,nO,26_39,PL,urban,high,yes,861a9b9151e11362eb3c77ca914172d0,I have never heard of it,I would vote for it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,It might encourage people to stop working,automatic data processing planner,Poland
30e31d40-d8f4-0133-aad0-0a81e8b09a82,33 years old,FeMale,NO,26_39,PT,urban,high,yes,861a9b9151e11362eb3c77ca914172d0,I understand it fully,I would probably vote for it,‰Û_ look for a different job,"It increases solidarity, because it is funded by everyone | It creates more equality of opportunity | It increases appreciation for household work and volunteering",It is impossible to finance | It increases dependence on the state | It might encourage people to stop working,automatic data processing planner,Portugal
471cc810-da09-0133-211f-0a81e8b09a82,50 years old,Fem,yES,40_65,RO,urban,medium,yes,861a9b9151e11362eb3c77ca914172d0,I understand it fully,I would vote for it,A basic income would not affect my work choices,None of the above,It might encourage people to stop working,automatic data processing planner,Romania
c1752e30-dcbf-0133-4bf1-0a81e8b09a82,54 years old,male,yES,40_65,RO,Non-Rural,high,yes,861a9b9151e11362eb3c77ca914172d0,I understand it fully,I would probably vote for it,None of the above,It creates more equality of opportunity,It is impossible to finance | It is against the principle of linking merit and reward | It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state | It increases dependence on the state,automatic data processing planner,Romania
bb10e7a0-da65-0133-a476-0a81e8b09a82,35 years old,FeMale,YES,26_39,RO,urban,high,yes,861a9b9151e11362eb3c77ca914172d0,I understand it fully,I would vote against it,A basic income would not affect my work choices,None of the above,Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward | It might encourage people to stop working | It is impossible to finance | Only the people who need it most should get something from the state,automatic data processing planner,Romania
51f65820-da04-0133-04d2-0a81e8b09a82,42 years old,male,YES,40_65,SE,urban,high,yes,861a9b9151e11362eb3c77ca914172d0,I have never heard of it,I would vote against it,‰Û_ spend more time with my family,It reduces anxiety about financing basic needs,It might encourage people to stop working | It is against the principle of linking merit and reward | Foreigners might come to my country and take advantage of the benefit,automatic data processing planner,Sweden
47ae72b0-dcbd-0133-5a9a-0a81e8b09a82,48 years old,Male,YES,40_65,SE,Non-Rural,high,yes,861a9b9151e11362eb3c77ca914172d0,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,"It increases solidarity, because it is funded by everyone | It increases appreciation for household work and volunteering | It creates more equality of opportunity",It might encourage people to stop working | It is impossible to finance | It increases dependence on the state,automatic data processing planner,Sweden
0f305680-d8a6-0133-625f-0a81e8b09a82,40 years old,Fem,YES,40_65,SE,city,high,yes,861a9b9151e11362eb3c77ca914172d0,I understand it fully,I would vote against it,‰Û_ work less,It creates more equality of opportunity,It is impossible to finance,automatic data processing planner,Sweden
6bcc8a30-da16-0133-9ea0-0a81e8b09a82,39 years old,Male,nO,26_39,SE,Non-Rural,high,yes,861a9b9151e11362eb3c77ca914172d0,I know something about it,I would vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs",None of the above,automatic data processing planner,Sweden
2a2467b0-d9e8-0133-262a-0a81e8b09a82,37 years old,male,nO,26_39,SI,Non-Rural,high,yes,861a9b9151e11362eb3c77ca914172d0,I have heard just a little about it,I would not vote,‰Û_ spend more time with my family,It increases appreciation for household work and volunteering,It increases dependence on the state,automatic data processing planner,Slovenia
b8759640-daca-0133-7419-0a81e8b09a82,44 years old,male,YES,40_65,SK,Non-Rural,medium,yes,861a9b9151e11362eb3c77ca914172d0,I have never heard of it,I would vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone | It reduces bureaucracy and administrative expenses",Foreigners might come to my country and take advantage of the benefit,automatic data processing planner,Slovakia
c1ba5eb0-d9a8-0133-0c3b-0a81e8b09a82,1988,male,nO,26_39,SK,rural,high,yes,861a9b9151e11362eb3c77ca914172d0,I know something about it,I would probably vote for it,‰Û_ gain additional skills,It creates more equality of opportunity | It reduces anxiety about financing basic needs,It might encourage people to stop working | It increases dependence on the state | It is against the principle of linking merit and reward,automatic data processing planner,Slovakia
15626d40-db13-0133-ea5c-0a81e8b09a82,45 years old,Male,YES,40_65,AT,Country,high,yes,049a3f3a2b5f85cb2971ba77ad66e10c,I have heard just a little about it,I would probably vote for it,‰Û_ work less,It reduces anxiety about financing basic needs,None of the above,data coordinator,Austria
ca3f65f0-d92b-0133-3959-0a81e8b09a82,46 years old,male,YES,40_65,AT,rural,medium,yes,049a3f3a2b5f85cb2971ba77ad66e10c,I know something about it,I would vote against it,None of the above,It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,Foreigners might come to my country and take advantage of the benefit | It is impossible to finance | It might encourage people to stop working,data coordinator,Austria
ce2197d0-da69-0133-065d-0a81e8b09a82,40 years old,male,yES,40_65,BE,Non-Rural,high,yes,049a3f3a2b5f85cb2971ba77ad66e10c,I understand it fully,I would probably vote for it,None of the above,"It creates more equality of opportunity | It increases solidarity, because it is funded by everyone | It reduces bureaucracy and administrative expenses",It is impossible to finance,data coordinator,Belgium
1d7b3a20-da0e-0133-fab7-0a81e8b09a82,38 years old,Fem,YES,26_39,BG,urban,high,yes,049a3f3a2b5f85cb2971ba77ad66e10c,I know something about it,I would vote for it,‰Û_ work as a freelancer,It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit,data coordinator,Bulgaria
e40fcb30-d981-0133-737c-0a81e8b09a82,53 years old,Male,YES,40_65,CZ,city,low,yes,049a3f3a2b5f85cb2971ba77ad66e10c,I have never heard of it,I would not vote,None of the above,It encourages financial independence and self-responsibility,It might encourage people to stop working,data coordinator,Czechia
