Country,Job Title,Rural,Quantity,Percentage
Poland,database management system specialist dbms specialist,City,6,0.11%
Poland,database manager,City,5,0.09%
Poland,database manager,Rural,1,0.02%
Poland,database marketing analyst,City,5,0.09%
Poland,database modeler,City,2,0.04%
Poland,database modeler,Rural,2,0.04%
Poland,database programmer,City,2,0.04%
Poland,database security administrator,City,10,0.18%
Poland,database security administrator,Rural,1,0.02%
Poland,database security expert,City,9,0.16%
Poland,database software technician,City,6,0.11%
Poland,database software technician,Rural,1,0.02%
Poland,database specialist,City,5,0.09%
Poland,database technician,City,1,0.02%
Poland,database tester,City,4,0.07%
Poland,database tester,Rural,2,0.04%
Poland,databases computer consultant,City,3,0.05%
Poland,databases computer consultant,Rural,1,0.02%
Poland,databases software consultant,City,3,0.05%
Poland,databases software consultant,Rural,2,0.04%
Poland,datastage developer,City,2,0.04%
Poland,director of data operations,City,9,0.16%
Poland,director of data operations,Rural,2,0.04%
Poland,electronic data interchange system developer edi system developer,City,5,0.09%
Poland,electronic data processing auditor edp auditor,City,5,0.09%
Poland,electronic data processing auditor edp auditor,Rural,1,0.02%
Poland,engineer system electronic data processing engineer system edp,City,2,0.04%
Poland,field artillery automated tactical data system specialist,City,1,0.02%
Poland,field artillery automated tactical data system specialist,Rural,1,0.02%
Poland,field traffic data technician,Rural,1,0.02%
Poland,flight data technician,City,2,0.04%
Poland,flight data technician,Rural,1,0.02%
Poland,flight test data acquisition technician,City,2,0.04%
Poland,geographic information systems data administrator gis data administrator,City,4,0.07%
Poland,geographic information systems data administrator gis data administrator,Rural,1,0.02%
Poland,geographic information systems data manager gis data manager,City,3,0.05%
Poland,geographic information systems data manager gis data manager,Rural,3,0.05%
Poland,geographic information systems data specialist gis data specialist,City,11,0.19%
Poland,geographic information systems data specialist gis data specialist,Rural,1,0.02%
Poland,geographic information systems database administrator gis database administrator,City,9,0.16%
Poland,geographic information systems database administrator gis database administrator,Rural,3,0.05%
Poland,head of information systems and data processing,City,2,0.04%
Poland,internet database specialist,City,1,0.02%
Poland,internet database specialist,Rural,1,0.02%
Poland,lidar data analyst,City,3,0.05%
Poland,log data technician,City,1,0.02%
Poland,marketing database analyst,City,2,0.04%
Poland,medical data analyst,Rural,1,0.02%
Poland,naval tactical data systemcombat information center officer,City,1,0.02%
Poland,naval tactical data systemcombat information center watch officer carrier controlled approach controller,City,2,0.04%
Poland,naval tactical data systemcombat information center watch officer general,City,3,0.05%
Poland,oracle database administrator oracle dba,City,6,0.11%
Poland,oracle database administrator oracle dba,Rural,1,0.02%
Poland,reference data expert,City,1,0.02%
Poland,scada operator supervisory control and data acquisition operator,City,1,0.02%
Poland,scientific database curator,City,1,0.02%
Poland,sql database administrator,City,10,0.18%
Poland,survey data technician,City,1,0.02%
Poland,voice and data technician,Rural,1,0.02%
Poland,weight in motion field data collection technician,City,1,0.02%
