Country,Job Title,Rural,Quantity,Percentage
Italy,database development and administration project manager,City,6,0.11%
France,data coordinator,Rural,6,0.11%
Italy,database design analyst,City,6,0.11%
Spain,database security expert,City,6,0.11%
France,automatic data processing systems security specialist adp systems security,City,6,0.11%
France,data architect,Rural,6,0.11%
Romania,database tester,City,6,0.11%
Germany,geographic information systems data administrator gis data administrator,City,6,0.11%
Germany,database specialist,City,6,0.11%
Spain,data base design analyst,City,6,0.11%
Poland,database administration manager,City,6,0.11%
Germany,database administration manager,City,6,0.11%
Germany,database administration associate,City,6,0.11%
Poland,database management system specialist dbms specialist,City,6,0.11%
Poland,database software technician,City,6,0.11%
Italy,geographic information systems data specialist gis data specialist,City,6,0.11%
Great Britain,automatic data processing planner,City,6,0.11%
Italy,electronic data processing auditor edp auditor,City,6,0.11%
France,computer or data processing systems consultant,Rural,6,0.11%
Great Britain,automatic data processing systems security specialist adp systems security,City,6,0.11%
Italy,director of data operations,City,6,0.11%
Germany,data scientist,Rural,6,0.11%
Germany,data base design analyst,City,6,0.11%
Germany,data processing systems project planner,Rural,6,0.11%
Italy,database tester,City,6,0.11%
Germany,data processing manager,Rural,6,0.11%
Poland,oracle database administrator oracle dba,City,6,0.11%
Poland,computer or data processing systems consultant,City,6,0.11%
Great Britain,electronic data interchange system developer edi system developer,City,6,0.11%
France,data miner,Rural,6,0.11%
Great Britain,data communications software consultant,City,6,0.11%
France,database design analyst,City,6,0.11%
Germany,automatic data processing planner adp planner,Rural,6,0.11%
Germany,automatic data processing systems security specialist adp systems security,Rural,6,0.11%
France,geographic information systems data specialist gis data specialist,City,6,0.11%
France,data warehouse architect,City,6,0.11%
Spain,electronic data processing auditor edp auditor,City,6,0.11%
France,database security administrator,Rural,6,0.11%
France,data warehousing manager,City,6,0.11%
France,data storage specialist,City,6,0.11%
France,electronic data processing auditor edp auditor,City,6,0.11%
Romania,data processing systems project planner,City,6,0.11%
Spain,head of information systems and data processing,City,6,0.11%
Great Britain,data officer,City,6,0.11%
Italy,data security analyst,City,6,0.11%
France,database development and administration project manager,City,6,0.11%
Romania,data officer,City,6,0.11%
Italy,database administration associate,City,6,0.11%
Germany,data administrator,Rural,6,0.11%
Spain,database software technician,City,6,0.11%
France,data processing systems analyst,City,6,0.11%
Germany,automatic data processing customer liaison adp customer liaison,City,6,0.11%
Great Britain,data scientist,City,6,0.11%
Italy,data warehousing specialist,City,6,0.11%
Poland,database specialist,City,5,0.09%
Poland,database marketing analyst,City,5,0.09%
Poland,database manager,City,5,0.09%
Great Britain,automatic data processing customer liaison adp customer liaison,Rural,5,0.09%
Great Britain,automatic data processing customer liaison adp customer liaison,City,5,0.09%
Poland,electronic data processing auditor edp auditor,City,5,0.09%
Germany,data warehousing manager,City,5,0.09%
Great Britain,data storage specialist,City,5,0.09%
Poland,electronic data interchange system developer edi system developer,City,5,0.09%
Great Britain,data security analyst,Rural,5,0.09%
Germany,data communications analyst,City,5,0.09%
Poland,database engineer,City,5,0.09%
Germany,database engineer,Rural,5,0.09%
Spain,automatic data processing systems security specialist adp systems security,City,5,0.09%
Germany,electronic data interchange system developer edi system developer,City,5,0.09%
Germany,databases computer consultant,City,5,0.09%
Germany,database specialist,Rural,5,0.09%
France,director of data operations,Rural,5,0.09%
France,database specialist,City,5,0.09%
Poland,data systems manager,City,5,0.09%
France,database software technician,Rural,5,0.09%
France,database modeler,Rural,5,0.09%
Germany,database development and administration project manager,City,5,0.09%
France,electronic data interchange system developer edi system developer,Rural,5,0.09%
Germany,database architect,City,5,0.09%
Germany,sql database administrator,City,5,0.09%
Poland,data warehousing manager,City,5,0.09%
Germany,data systems manager,Rural,5,0.09%
Great Britain,data warehouse specialist,City,5,0.09%
Poland,database coordinator,City,5,0.09%
Great Britain,database administration manager,City,5,0.09%
Germany,data systems manager,City,5,0.09%
Romania,data administrator,City,5,0.09%
Germany,data modeling specialist,Rural,5,0.09%
Great Britain,data operations director,City,5,0.09%
Great Britain,database specialist,City,5,0.09%
Great Britain,database software technician,City,5,0.09%
France,data scientist,City,5,0.09%
Germany,computer or data processing systems consultant,Rural,5,0.09%
Great Britain,data miner,City,5,0.09%
Great Britain,data communications analyst,Rural,5,0.09%
France,data processing systems project planner,City,5,0.09%
Great Britain,data warehouse architect,Rural,5,0.09%
Portugal,data communications software consultant,City,5,0.09%
Portugal,data coordinator,City,5,0.09%
France,data processing consultant,City,5,0.09%
France,data officer,Rural,5,0.09%
Germany,data architect,Rural,5,0.09%
Germany,data officer,Rural,5,0.09%
Great Britain,database coordinator,City,5,0.09%
Romania,database specialist,City,5,0.09%
Great Britain,data processing auditor,City,5,0.09%
Great Britain,internet database specialist,City,5,0.09%
Great Britain,automatic data processing planner adp planner,City,5,0.09%
Germany,automatic data processing planner,City,5,0.09%
Great Britain,database management system specialist dbms specialist,Rural,5,0.09%
France,database administration associate,Rural,5,0.09%
Germany,data security administrator,Rural,5,0.09%
France,database administration associate,City,5,0.09%
France,automatic data processing planner,Rural,5,0.09%
France,data warehousing specialist,Rural,5,0.09%
Great Britain,database architect,City,5,0.09%
France,data warehousing engineer,City,5,0.09%
France,automatic data processing systems security specialist adp systems security,Rural,5,0.09%
Great Britain,engineer system electronic data processing engineer system edp,City,5,0.09%
Germany,data processing manager,City,5,0.09%
Portugal,data processing consultant,City,5,0.09%
France,databases computer consultant,City,5,0.09%
Germany,geographic information systems data specialist gis data specialist,Rural,5,0.09%
Spain,sql database administrator,City,5,0.09%
Spain,data management information technology specialist,City,5,0.09%
Poland,data management information technology specialist,City,5,0.09%
Poland,data management associate,City,5,0.09%
Italy,geographic information systems data manager gis data manager,City,5,0.09%
Italy,geographic information systems data administrator gis data administrator,City,5,0.09%
Italy,electronic data interchange system developer edi system developer,City,5,0.09%
Italy,database manager,Rural,5,0.09%
Poland,data coordinator,City,5,0.09%
Poland,data communications software consultant,City,5,0.09%
Italy,data warehousing manager,Rural,5,0.09%
Italy,data warehouse developer,City,5,0.09%
Spain,geographic information systems data specialist gis data specialist,City,5,0.09%
Spain,engineer system electronic data processing engineer system edp,City,5,0.09%
Poland,data modeling specialist,City,5,0.09%
Italy,data processing manager,City,5,0.09%
Italy,data officer,Rural,5,0.09%
Spain,data processing consultant,City,5,0.09%
Poland,automatic data processing planner,City,5,0.09%
Italy,automatic data processing planner,City,5,0.09%
Italy,data management associate,City,5,0.09%
Italy,computer or data processing systems consultant,City,5,0.09%
Bulgaria,data warehouse specialist,City,5,0.09%
Italy,data coder operator,City,5,0.09%
Italy,data communications software consultant,City,5,0.09%
Spain,database administration manager,City,5,0.09%
Spain,data communications analyst,City,5,0.09%
Spain,data warehousing manager,City,5,0.09%
Poland,data processing consultant,City,5,0.09%
Poland,data processing auditor,City,5,0.09%
Romania,director of data operations,City,4,0.07%
Germany,data center operator,City,4,0.07%
Great Britain,database security administrator,City,4,0.07%
Netherlands,electronic data processing auditor edp auditor,City,4,0.07%
Germany,data base design analyst,Rural,4,0.07%
Romania,electronic data processing auditor edp auditor,City,4,0.07%
France,database security expert,City,4,0.07%
Romania,databases computer consultant,City,4,0.07%
Romania,data security analyst,City,4,0.07%
Netherlands,data management associate,City,4,0.07%
Great Britain,data management associate,City,4,0.07%
Spain,database marketing analyst,City,4,0.07%
Romania,computer or data processing systems consultant,City,4,0.07%
Italy,data warehouse architect,Rural,4,0.07%
Romania,data storage specialist,City,4,0.07%
Spain,database design analyst,City,4,0.07%
Netherlands,database coordinator,City,4,0.07%
Spain,data reduction technician,City,4,0.07%
Czechia,data officer,City,4,0.07%
France,database marketing analyst,Rural,4,0.07%
Great Britain,database marketing analyst,Rural,4,0.07%
Italy,data input clerk,City,4,0.07%
Great Britain,director of data operations,City,4,0.07%
Great Britain,data communications software consultant,Rural,4,0.07%
Sweden,automatic data processing planner,City,4,0.07%
Italy,database architect,Rural,4,0.07%
Germany,data coordinator,Rural,4,0.07%
Italy,database consultant,Rural,4,0.07%
Poland,geographic information systems data administrator gis data administrator,City,4,0.07%
Romania,head of information systems and data processing,City,4,0.07%
Spain,weight in motion field data collection technician,City,4,0.07%
Germany,data communications software consultant,Rural,4,0.07%
Great Britain,data warehousing engineer,City,4,0.07%
Italy,data manager,City,4,0.07%
Spain,data sciences director,City,4,0.07%
Italy,data processing auditor,Rural,4,0.07%
Great Britain,geographic information systems data administrator gis data administrator,City,4,0.07%
Romania,data warehousing engineer,City,4,0.07%
Great Britain,data processor,City,4,0.07%
Romania,database architect,City,4,0.07%
Portugal,data administrator,City,4,0.07%
Spain,database specialist,City,4,0.07%
Great Britain,data security analyst,City,4,0.07%
Great Britain,databases computer consultant,Rural,4,0.07%
France,engineer system electronic data processing engineer system edp,City,4,0.07%
Spain,data operations director,City,4,0.07%
Germany,databases software consultant,Rural,4,0.07%
France,geographic information systems database administrator gis database administrator,City,4,0.07%
Spain,databases computer consultant,City,4,0.07%
France,geographic information systems data manager gis data manager,City,4,0.07%
France,electronic data interchange system developer edi system developer,City,4,0.07%
France,automatic data processing customer liaison adp customer liaison,Rural,4,0.07%
Germany,database marketing analyst,Rural,4,0.07%
Germany,automatic data processing planner,Rural,4,0.07%
Romania,data architect,City,4,0.07%
France,database tester,Rural,4,0.07%
Romania,database management system specialist dbms specialist,City,4,0.07%
Great Britain,data warehouse developer,Rural,4,0.07%
Great Britain,internet database specialist,Rural,4,0.07%
France,databases software consultant,City,4,0.07%
Great Britain,geographic information systems database administrator gis database administrator,Rural,4,0.07%
Great Britain,data processing systems analyst,Rural,4,0.07%
Germany,database tester,Rural,4,0.07%
Great Britain,data processing consultant,City,4,0.07%
Great Britain,data processing manager,City,4,0.07%
Great Britain,data processing manager,Rural,4,0.07%
Germany,director of data operations,City,4,0.07%
Great Britain,geographic information systems data administrator gis data administrator,Rural,4,0.07%
Great Britain,data base design analyst,City,4,0.07%
Italy,database coordinator,City,4,0.07%
Italy,database development and administration project manager,Rural,4,0.07%
Germany,geographic information systems data administrator gis data administrator,Rural,4,0.07%
Great Britain,database development and administration project manager,City,4,0.07%
Portugal,automatic data processing systems security specialist adp systems security,City,4,0.07%
Netherlands,engineer system electronic data processing engineer system edp,City,4,0.07%
Germany,data warehouse architect,Rural,4,0.07%
Italy,head of information systems and data processing,City,4,0.07%
Spain,data warehousing engineer,City,4,0.07%
Bulgaria,internet database specialist,City,4,0.07%
Germany,data warehousing engineer,Rural,4,0.07%
Germany,data warehousing specialist,Rural,4,0.07%
Portugal,data security analyst,City,4,0.07%
Great Britain,database architect,Rural,4,0.07%
Netherlands,data processing systems analyst,City,4,0.07%
Poland,database designer,City,4,0.07%
Austria,data warehousing engineer,City,4,0.07%
Czechia,internet database specialist,City,4,0.07%
Poland,data processing systems analyst,City,4,0.07%
Germany,database administrator dba,Rural,4,0.07%
Germany,database analyst,City,4,0.07%
France,data systems manager,Rural,4,0.07%
Poland,data warehouse architect,City,4,0.07%
Germany,database architect,Rural,4,0.07%
Germany,database design analyst,City,4,0.07%
Poland,database consultant,City,4,0.07%
Hungary,automatic data processing planner adp planner,City,4,0.07%
Bulgaria,geographic information systems data specialist gis data specialist,City,4,0.07%
Germany,database management system specialist dbms specialist,Rural,4,0.07%
Poland,database administration associate,City,4,0.07%
Poland,data warehousing specialist,City,4,0.07%
Germany,database manager,Rural,4,0.07%
Germany,database marketing analyst,City,4,0.07%
Hungary,data miner,Rural,4,0.07%
France,geographic information systems data administrator gis data administrator,Rural,4,0.07%
Netherlands,data warehousing engineer,City,4,0.07%
France,database designer,City,4,0.07%
Germany,database security expert,Rural,4,0.07%
Italy,database modeler,City,4,0.07%
Slovakia,automatic data processing systems security specialist adp systems security,City,4,0.07%
Great Britain,data warehousing specialist,Rural,4,0.07%
France,database development and administration project manager,Rural,4,0.07%
Spain,data storage specialist,City,4,0.07%
France,data processing auditor,City,4,0.07%
France,database designer,Rural,4,0.07%
Germany,data processing systems analyst,City,4,0.07%
Poland,database tester,City,4,0.07%
Germany,data processing systems project planner,City,4,0.07%
Italy,database tester,Rural,4,0.07%
Greece,database coordinator,City,4,0.07%
Germany,data processing systems analyst,Rural,4,0.07%
France,data processing systems analyst,Rural,4,0.07%
France,database architect,Rural,4,0.07%
Great Britain,automatic data processing systems security specialist adp systems security,Rural,4,0.07%
France,database consultant,Rural,4,0.07%
Great Britain,data warehouse developer,City,3,0.05%
France,data warehouse developer,Rural,3,0.05%
Spain,data warehousing specialist,City,3,0.05%
Italy,data processing consultant,City,3,0.05%
France,data warehouse architect,Rural,3,0.05%
Romania,data miner,City,3,0.05%
Germany,head of information systems and data processing,Rural,3,0.05%
Portugal,database architect,City,3,0.05%
Spain,database coordinator,Rural,3,0.05%
France,database specialist,Rural,3,0.05%
Great Britain,data typist,City,3,0.05%
Great Britain,data warehousing specialist,City,3,0.05%
Bulgaria,data warehouse architect,City,3,0.05%
France,database security expert,Rural,3,0.05%
Spain,database management system specialist dbms specialist,Rural,3,0.05%
Spain,database administration manager,Rural,3,0.05%
Germany,gps field data collector global positioning system field data collector,City,3,0.05%
Italy,data entry representative,Rural,3,0.05%
Italy,data operations director,City,3,0.05%
Spain,database consultant,City,3,0.05%
France,data warehousing manager,Rural,3,0.05%
Netherlands,automatic data processing planner,City,3,0.05%
Netherlands,data administrator,City,3,0.05%
Great Britain,data warehouse specialist,Rural,3,0.05%
Spain,database designer,Rural,3,0.05%
Germany,director of data operations,Rural,3,0.05%
Bulgaria,data processing manager,City,3,0.05%
Great Britain,database administration associate,Rural,3,0.05%
Germany,geographic information systems database administrator gis database administrator,Rural,3,0.05%
Germany,naval tactical data systemcombat information center watch officer carrier controlled approach controller,City,3,0.05%
Germany,log data technician,City,3,0.05%
Austria,geographic information systems database administrator gis database administrator,City,3,0.05%
Portugal,data processing manager,Rural,3,0.05%
Portugal,databases software consultant,City,3,0.05%
Italy,databases computer consultant,City,3,0.05%
Great Britain,computer or data processing systems consultant,Rural,3,0.05%
Great Britain,customer data technician,City,3,0.05%
Portugal,electronic data processing auditor edp auditor,City,3,0.05%
Germany,data processing services sales representative,City,3,0.05%
Italy,database specialist,City,3,0.05%
Italy,database software technician,Rural,3,0.05%
Portugal,geographic information systems data administrator gis data administrator,City,3,0.05%
Great Britain,data acquisition technician,City,3,0.05%
Belgium,clinical data associate,Rural,3,0.05%
Germany,data processing auditor,Rural,3,0.05%
Germany,data operations director,Rural,3,0.05%
Italy,database manager,City,3,0.05%
Portugal,database specialist,City,3,0.05%
Great Britain,automatic data processing planner,Rural,3,0.05%
France,geographic information systems data specialist gis data specialist,Rural,3,0.05%
Netherlands,data security analyst,City,3,0.05%
Italy,voice and data technician,City,3,0.05%
Netherlands,data processing manager,Rural,3,0.05%
Austria,data processing auditor,Rural,3,0.05%
Germany,database designer,City,3,0.05%
Italy,naval tactical data systemcombat information center watch officer carrier controlled approach controller,City,3,0.05%
Portugal,data recovery planner,City,3,0.05%
Germany,database administration associate,Rural,3,0.05%
Germany,data warehousing manager,Rural,3,0.05%
Germany,data warehousing engineer,City,3,0.05%
Italy,health data analyst,City,3,0.05%
Netherlands,data scientist,City,3,0.05%
Italy,geographic information systems database administrator gis database administrator,Rural,3,0.05%
Germany,database security administrator,Rural,3,0.05%
Germany,data transcriber,Rural,3,0.05%
Germany,database security expert,City,3,0.05%
Great Britain,data analyst,City,3,0.05%
Germany,database software technician,Rural,3,0.05%
Germany,data management information technology specialist,Rural,3,0.05%
Portugal,data officer,City,3,0.05%
Germany,clinical data abstractor,City,3,0.05%
Great Britain,data processing auditor,Rural,3,0.05%
Germany,automatic data processing systems security specialist adp systems security,City,3,0.05%
Italy,data security administrator,City,3,0.05%
Spain,geographic information systems data manager gis data manager,Rural,3,0.05%
Germany,databases computer consultant,Rural,3,0.05%
Great Britain,data processing systems project planner,Rural,3,0.05%
Romania,data coordinator,City,3,0.05%
France,oracle database administrator oracle dba,Rural,3,0.05%
Netherlands,database marketing analyst,Rural,3,0.05%
Spain,flight test data acquisition technician,City,3,0.05%
Great Britain,data security administrator,City,3,0.05%
France,log data technician,Rural,3,0.05%
France,internet database specialist,Rural,3,0.05%
Netherlands,database software technician,City,3,0.05%
Italy,data typist,City,3,0.05%
Great Britain,data modeling specialist,Rural,3,0.05%
Germany,database tester,City,3,0.05%
Great Britain,data input clerk,City,3,0.05%
Germany,data management associate,City,3,0.05%
Great Britain,data coordinator,City,3,0.05%
Portugal,data management associate,City,3,0.05%
Italy,database analyst,City,3,0.05%
Germany,data collection technician,City,3,0.05%
Romania,automatic data processing customer liaison adp customer liaison,City,3,0.05%
Romania,automatic data processing planner,City,3,0.05%
Spain,naval tactical data systemcombat information center officer,City,3,0.05%
Romania,automatic data processing planner adp planner,City,3,0.05%
Spain,sql database administrator,Rural,3,0.05%
Belgium,data scientist,City,3,0.05%
Bulgaria,engineer system electronic data processing engineer system edp,City,3,0.05%
Italy,data warehousing specialist,Rural,3,0.05%
Great Britain,data management information technology specialist,City,3,0.05%
Netherlands,database designer,City,3,0.05%
Poland,geographic information systems data manager gis data manager,Rural,3,0.05%
France,data warehouse analyst,Rural,3,0.05%
Slovakia,database manager,City,3,0.05%
Great Britain,geographic information systems database administrator gis database administrator,City,3,0.05%
Denmark,data officer,City,3,0.05%
Finland,geographic information systems data specialist gis data specialist,City,3,0.05%
Great Britain,geographic information systems data specialist gis data specialist,Rural,3,0.05%
Greece,naval tactical data systemcombat information center watch officer general,City,3,0.05%
Great Britain,geographic information systems data manager gis data manager,City,3,0.05%
Greece,sql database administrator,City,3,0.05%
Poland,data collection technician,City,3,0.05%
Denmark,data communications software consultant,City,3,0.05%
Spain,data miner,City,3,0.05%
Poland,data capture specialist,City,3,0.05%
Poland,data base design analyst,City,3,0.05%
Poland,naval tactical data systemcombat information center watch officer general,City,3,0.05%
Poland,database architect,City,3,0.05%
Romania,database analyst,City,3,0.05%
Hungary,data administrator,City,3,0.05%
Great Britain,engineer system electronic data processing engineer system edp,Rural,3,0.05%
Great Britain,electronic data processing auditor edp auditor,City,3,0.05%
France,clinical trials data coordinator,City,3,0.05%
Spain,data processing auditor,City,3,0.05%
Romania,data warehousing manager,City,3,0.05%
France,data administrator,City,3,0.05%
France,data administrator,Rural,3,0.05%
Poland,data warehousing engineer,City,3,0.05%
Poland,clinical data analyst,City,3,0.05%
Great Britain,head of information systems and data processing,Rural,3,0.05%
Great Britain,medical data analyst,City,3,0.05%
Czechia,head of information systems and data processing,City,3,0.05%
Poland,lidar data analyst,City,3,0.05%
Poland,databases software consultant,City,3,0.05%
Denmark,oracle database administrator oracle dba,City,3,0.05%
Greece,data warehousing engineer,City,3,0.05%
Poland,data coordinator,Rural,3,0.05%
Romania,sql database administrator,City,3,0.05%
Denmark,database specialist,City,3,0.05%
Greece,data officer,City,3,0.05%
Greece,data modeling specialist,City,3,0.05%
Slovakia,data processing auditor,City,3,0.05%
Greece,data miner,City,3,0.05%
Greece,data management information technology specialist,City,3,0.05%
Greece,data communications software consultant,City,3,0.05%
Finland,data coordinator,City,3,0.05%
Hungary,geographic information systems data manager gis data manager,City,3,0.05%
Slovakia,data scientist,City,3,0.05%
Poland,geographic information systems data manager gis data manager,City,3,0.05%
Slovakia,data security analyst,Rural,3,0.05%
Greece,automatic data processing systems security specialist adp systems security,City,3,0.05%
Greece,automatic data processing planner adp planner,City,3,0.05%
Romania,engineer system electronic data processing engineer system edp,City,3,0.05%
Poland,geographic information systems database administrator gis database administrator,Rural,3,0.05%
Finland,database administration manager,City,3,0.05%
Poland,data communications analyst,Rural,3,0.05%
Spain,data compiler,City,3,0.05%
Finland,database marketing analyst,City,3,0.05%
France,data base design analyst,Rural,3,0.05%
