Country,Job Title,Rural,Quantity,Percentage
Germany,data modeling specialist,Rural,5,0.09%
Germany,data officer,City,13,0.23%
Germany,data officer,Rural,5,0.09%
Germany,data operations director,Rural,3,0.05%
Germany,data processing auditor,City,2,0.04%
Germany,data processing auditor,Rural,3,0.05%
Germany,data processing auxiliary equipment operator,City,2,0.04%
Germany,data processing clerk,Rural,1,0.02%
Germany,data processing consultant,City,8,0.14%
Germany,data processing consultant,Rural,2,0.04%
Germany,data processing control clerk,City,1,0.02%
Germany,data processing equipment repairer,City,1,0.02%
Germany,data processing manager,City,5,0.09%
Germany,data processing manager,Rural,6,0.11%
Germany,data processing services sales representative,City,3,0.05%
Germany,data processing services sales representative,Rural,1,0.02%
Germany,data processing supervisor,Rural,1,0.02%
Germany,data processing systems analyst,City,4,0.07%
Germany,data processing systems analyst,Rural,4,0.07%
Germany,data processing systems project planner,City,4,0.07%
Germany,data processing systems project planner,Rural,6,0.11%
Germany,data processor,City,1,0.02%
Germany,data processor,Rural,2,0.04%
Germany,data recovery planner,City,1,0.02%
Germany,data reduction technician,City,1,0.02%
Germany,data reduction technician,Rural,1,0.02%
Germany,data sciences director,City,1,0.02%
Germany,data sciences director,Rural,1,0.02%
Germany,data scientist,City,2,0.04%
Germany,data scientist,Rural,6,0.11%
Germany,data security administrator,City,7,0.12%
Germany,data security administrator,Rural,5,0.09%
Germany,data security analyst,City,7,0.12%
Germany,data security analyst,Rural,2,0.04%
Germany,data specialist,City,1,0.02%
Germany,data specialist,Rural,1,0.02%
Germany,data storage specialist,City,9,0.16%
Germany,data storage specialist,Rural,7,0.12%
Germany,data systems manager,City,5,0.09%
Germany,data systems manager,Rural,5,0.09%
Germany,data technician,City,1,0.02%
Germany,data transcriber,Rural,3,0.05%
Germany,data typist,City,2,0.04%
Germany,data warehouse analyst,City,7,0.12%
Germany,data warehouse analyst,Rural,2,0.04%
Germany,data warehouse architect,City,8,0.14%
Germany,data warehouse architect,Rural,4,0.07%
Germany,data warehouse developer,City,8,0.14%
Germany,data warehouse developer,Rural,7,0.12%
Germany,data warehouse specialist,City,10,0.18%
Germany,data warehouse specialist,Rural,2,0.04%
Germany,data warehousing engineer,City,3,0.05%
Germany,data warehousing engineer,Rural,4,0.07%
Germany,data warehousing manager,City,5,0.09%
Germany,data warehousing manager,Rural,3,0.05%
Germany,data warehousing specialist,City,7,0.12%
Germany,data warehousing specialist,Rural,4,0.07%
Germany,database administration associate,City,6,0.11%
Germany,database administration associate,Rural,3,0.05%
Germany,database administration manager,City,6,0.11%
Germany,database administration manager,Rural,8,0.14%
Germany,database administration project manager,City,2,0.04%
Germany,database administration project manager,Rural,1,0.02%
Germany,database administrator dba,Rural,4,0.07%
Germany,database analyst,City,4,0.07%
Germany,database analyst,Rural,2,0.04%
Germany,database architect,City,5,0.09%
Germany,database architect,Rural,4,0.07%
Germany,database consultant,City,12,0.21%
Germany,database consultant,Rural,1,0.02%
Germany,database coordinator,City,7,0.12%
Germany,database coordinator,Rural,2,0.04%
Germany,database design analyst,City,4,0.07%
Germany,database designer,City,3,0.05%
Germany,database designer,Rural,2,0.04%
Germany,database developer,City,2,0.04%
Germany,database development and administration project manager,City,5,0.09%
Germany,database development and administration project manager,Rural,7,0.12%
Germany,database development project manager,City,1,0.02%
Germany,database engineer,City,8,0.14%
Germany,database engineer,Rural,5,0.09%
Germany,database management system specialist dbms specialist,City,11,0.19%
Germany,database management system specialist dbms specialist,Rural,4,0.07%
Germany,database manager,City,7,0.12%
Germany,database manager,Rural,4,0.07%
Germany,database marketing analyst,City,4,0.07%
Germany,database marketing analyst,Rural,4,0.07%
Germany,database modeler,City,9,0.16%
Germany,database modeler,Rural,2,0.04%
Germany,database programmer,City,1,0.02%
Germany,database security administrator,City,2,0.04%
Germany,database security administrator,Rural,3,0.05%
Germany,database security expert,City,3,0.05%
Germany,database security expert,Rural,4,0.07%
Germany,database software technician,City,8,0.14%
Germany,database software technician,Rural,3,0.05%
Germany,database specialist,City,6,0.11%
Germany,database specialist,Rural,5,0.09%
Germany,database tester,City,3,0.05%
Germany,database tester,Rural,4,0.07%
Germany,databases computer consultant,City,5,0.09%
Germany,databases computer consultant,Rural,3,0.05%
Germany,databases software consultant,City,2,0.04%
Germany,databases software consultant,Rural,4,0.07%
Germany,datastage developer,City,2,0.04%
Germany,datastage developer,Rural,1,0.02%
Germany,director of data operations,City,4,0.07%
Germany,director of data operations,Rural,3,0.05%
Germany,electronic data interchange system developer edi system developer,City,5,0.09%
Germany,electronic data interchange system developer edi system developer,Rural,8,0.14%
Germany,electronic data processing auditor edp auditor,City,8,0.14%
Germany,electronic data processing auditor edp auditor,Rural,1,0.02%
Germany,engineer system electronic data processing engineer system edp,City,10,0.18%
Germany,engineer system electronic data processing engineer system edp,Rural,1,0.02%
Germany,field artillery automated tactical data system specialist,City,1,0.02%
Germany,field traffic data technician,City,2,0.04%
Germany,flight data technician,City,2,0.04%
Germany,flight data technician,Rural,2,0.04%
Germany,flight test data acquisition technician,City,1,0.02%
Germany,flight test data acquisition technician,Rural,1,0.02%
Germany,geographic information systems data administrator gis data administrator,City,6,0.11%
Germany,geographic information systems data administrator gis data administrator,Rural,4,0.07%
Germany,geographic information systems data manager gis data manager,City,8,0.14%
Germany,geographic information systems data manager gis data manager,Rural,2,0.04%
Germany,geographic information systems data specialist gis data specialist,City,10,0.18%
Germany,geographic information systems data specialist gis data specialist,Rural,5,0.09%
Germany,geographic information systems database administrator gis database administrator,City,8,0.14%
Germany,geographic information systems database administrator gis database administrator,Rural,3,0.05%
Germany,gps field data collector global positioning system field data collector,City,3,0.05%
Germany,gps field data collector global positioning system field data collector,Rural,1,0.02%
Germany,head of information systems and data processing,City,9,0.16%
Germany,head of information systems and data processing,Rural,3,0.05%
Germany,health data analyst,City,1,0.02%
Germany,internet database specialist,City,9,0.16%
Germany,internet database specialist,Rural,2,0.04%
Germany,lidar data analyst,City,1,0.02%
Germany,log data technician,City,3,0.05%
Germany,maintenance data analyst,Rural,1,0.02%
Germany,marketing database analyst,City,2,0.04%
Germany,marketing database analyst,Rural,1,0.02%
Germany,medical data analyst,City,1,0.02%
Germany,medical data analyst,Rural,1,0.02%
Germany,micro computer data processor,City,1,0.02%
Germany,micro computer data processor,Rural,1,0.02%
Germany,naval tactical data systemcombat information center officer,City,1,0.02%
Germany,naval tactical data systemcombat information center watch officer carrier controlled approach controller,City,3,0.05%
Germany,naval tactical data systemcombat information center watch officer general,City,2,0.04%
Germany,oracle database administrator oracle dba,City,9,0.16%
Germany,oracle database administrator oracle dba,Rural,9,0.16%
Germany,scada operator supervisory control and data acquisition operator,City,1,0.02%
Germany,scada operator supervisory control and data acquisition operator,Rural,2,0.04%
Germany,scada technician supervisory control and data acquisition technician,Rural,1,0.02%
Germany,sql database administrator,City,5,0.09%
Germany,survey data technician,Rural,1,0.02%
Germany,voice and data technician,City,2,0.04%
Germany,voice and data technician,Rural,2,0.04%
